d3mIndex,mido,pmid,py,py2,py3,terriss,riveriss,mariss,terrAtt,rivAtt,marAtt,minpol,rbal,lnkmdist
7665,0,0,56,3136,175616,0,0,0,0,0,0,-3,0.0478184610478436,8.21093973337902
11351,0,0,13,169,2197,0,0,0,0,0,0,-9,0.404767159567424,7.5923661285198
5851,0,1,5,25,125,1,1,0,1,1,0,-3,0.0282602188799533,8.01433573729942
19362,0,1,76,5776,438976,0,0,0,0,0,0,-7,0.802027115966829,6.2709884318583
20709,0,0,69,4761,328509,0,0,0,0,0,0,5,0.486044657097289,6.3578422665081
16713,0,0,87,7569,658503,0,0,0,0,0,0,-3,0.393932962170811,8.19007704971905
16162,0,0,8,64,512,0,0,0,0,0,0,NA,0.00828774062816616,7.94520113241276
11633,0,0,11,121,1331,0,0,0,0,0,0,0,0.153861269404598,7.37525577800975
22312,0,0,21,441,9261,0,0,0,0,0,0,-9,0.0964794219735071,7.96485088744731
13737,0,0,1,1,1,0,0,0,0,0,0,NA,0.042877094972067,7.37525577800975
6557,0,0,51,2601,132651,0,0,0,0,0,0,9,0.486577609767311,8.29579811063615
2020,0,0,13,169,2197,1,0,0,0,0,0,-3,0.0445142311221256,8.23747928861363
10038,0,0,69,4761,328509,0,0,0,0,0,0,-7,0.199014457719306,7.14045304310116
775,0,0,18,324,5832,0,0,0,0,0,0,-5,0.656630314525051,8.45574322910002
16028,0,0,9,81,729,0,0,0,0,0,0,NA,0.00304832154147223,7.78530518253986
19861,0,0,26,676,17576,0,0,0,0,0,0,-9,0.132887948141289,8.04686951095958
17052,0,0,27,729,19683,0,0,0,0,0,0,-3,0.108422419270186,8.55929436743487
16743,0,0,3,9,27,0,0,0,0,0,0,-3,0.00453784511841736,8.5143892640835
2632,0,1,54,2916,157464,0,0,0,0,0,0,7,0.129709892495767,8.06620756800626
4983,0,0,73,5329,389017,0,0,0,0,0,0,-7,0.00405845227045204,8.72745411689943
14070,0,0,18,324,5832,0,0,0,0,0,0,8,0.420872164585898,7.71154897962915
22384,0,0,3,9,27,0,0,0,0,0,0,-5,0.0196766827285805,8.56063574925907
24010,0,0,39,1521,59319,0,0,0,0,0,0,-3,0.106208559373116,7.22620901010067
21647,0,0,1,1,1,0,0,0,0,0,0,-3,0.272458797751739,8.75872660784204
20943,0,0,56,3136,175616,0,0,0,0,0,0,-6,0.0542219299207132,7.80180040190897
17810,0,1,48,2304,110592,0,0,0,0,0,0,-8,0.0281586679725759,7.37462901521894
24571,0,0,39,1521,59319,0,0,0,0,0,0,-3,0.0480659064869878,8.4690528160883
5022,0,0,22,484,10648,0,0,0,0,0,0,-3,0.000628337554201939,8.90693533905917
24595,0,0,63,3969,250047,0,0,0,0,0,0,4,0.0738129715722887,8.4690528160883
16311,0,0,3,9,27,0,0,0,0,0,0,NA,0.00951086956521739,8.65049955872446
723,0,0,56,3136,175616,0,0,0,0,0,0,-10,0.415558686887007,8.43468076984177
17493,0,0,9,81,729,0,0,0,0,0,0,-9,0.105570468483649,6.97073007814353
18132,0,0,7,49,343,0,0,0,0,0,0,6,0.0223447043050797,6.04263283368238
10119,0,0,65,4225,274625,0,0,0,0,0,0,-8,0.115649541525907,7.16472037877186
14345,0,0,6,36,216,0,0,0,0,0,0,NA,0.0109769189479334,5.65948221575962
18177,0,0,16,256,4096,0,0,0,0,0,0,-9,0.196476445806205,7.6515955738576
17526,0,0,42,1764,74088,0,0,0,0,0,0,-9,0.0946472479667108,6.97073007814353
3068,0,0,75,5625,421875,0,0,0,0,0,0,-8,0.215263986852017,8.08147504013705
6684,0,0,69,4761,328509,0,0,1,0,0,0,9,0.109447776561147,8.52555810774787
22984,1,1,0,0,0,0,1,0,0,0,0,-1,0.291027607361963,5.82008293035236
13807,0,0,18,324,5832,0,0,0,0,0,0,-5,0.235936735692157,7.31521838975297
21127,0,0,21,441,9261,0,0,0,0,0,0,-9,0.155415456541758,8.06148686687133
18932,0,0,12,144,1728,0,0,0,0,0,0,-9,0.0602064581104047,8.76139348525606
10597,0,0,52,2704,140608,0,0,0,0,0,0,-9,0.168308829189439,8.14554963178358
19542,0,0,16,256,4096,1,0,0,0,0,0,-5,0.10781309842972,7.48829351515943
4455,0,1,28,784,21952,1,0,1,0,0,0,5,0.00902016814833555,8.24485939591126
6220,1,1,15,225,3375,1,0,0,0,0,0,-3,0.000648389699302155,8.04012466444838
4150,0,0,82,6724,551368,0,0,0,0,0,0,-8,0.553737214791503,6.91968384984741
15455,0,0,12,144,1728,0,0,0,0,0,0,NA,0.00335345405767941,7.7367436824535
22822,0,0,81,6561,531441,0,0,0,0,0,0,-10,0.0811468472280999,8.68558484267669
16,0,1,13,169,2197,1,0,0,1,0,0,-6,0.424071237073918,6.89871453432999
6238,0,1,17,289,4913,0,0,0,0,0,0,-8,0.000334529521160775,8.04012466444838
17979,0,0,67,4489,300763,0,0,0,0,0,0,-7,0.0321092398369613,7.78945456608667
12315,0,0,38,1444,54872,0,0,0,0,0,0,-9,0.75160789532047,8.52218073292728
21560,0,0,4,16,64,0,0,0,0,0,0,-6,0.0581164807930607,8.7371316117815
1114,0,0,49,2401,117649,0,0,0,0,0,0,-3,0.151916615760538,8.16394095475501
24209,0,0,25,625,15625,0,0,0,0,0,0,-9,0.0436681222707424,7.76302130901852
24039,0,0,68,4624,314432,0,0,0,0,0,0,-7,0.0611198600174978,7.22620901010067
8030,0,0,1,1,1,0,0,0,0,0,0,7,0.00255754475703325,7.68937110752969
24536,0,0,4,16,64,0,0,0,0,0,0,-3,NA,8.4690528160883
24122,0,0,25,625,15625,0,0,0,0,0,0,-3,0.11038961038961,6.91075078796194
8108,0,0,13,169,2197,0,0,0,0,0,0,7,0.0294265593561368,7.90285719128058
5160,0,1,12,144,1728,0,0,1,0,0,1,6,0.0139083703251429,8.98907006504365
13607,0,0,1,1,1,0,0,0,0,0,0,8,0.218711843711844,8.73020559553099
12312,0,0,35,1225,42875,0,0,0,0,0,0,-9,0.933704898797301,8.52218073292728
19410,0,0,41,1681,68921,0,0,0,0,0,0,-5,0.246389496717724,6.75809450442773
1143,0,0,78,6084,474552,0,0,0,0,0,0,-4,0.21887002696986,8.16394095475501
11448,0,0,39,1521,59319,0,0,0,0,0,0,-5,0.576742823667252,7.42297125104942
18665,0,0,15,225,3375,0,0,0,0,0,0,-9,0.620103249316733,8.34593026197902
4019,0,1,12,144,1728,0,1,0,0,1,0,-9,0.0411273625859881,6.91075078796194
2159,0,0,62,3844,238328,0,0,0,0,0,0,-3,0.664343639128231,7.66199755890189
8003,0,0,44,1936,85184,0,0,0,0,0,0,4,0.0147481310423109,8.30745932701195
23788,0,0,44,1936,85184,0,0,0,0,0,0,8,0.230973589623379,8.65172408437384
24361,0,0,3,9,27,0,0,0,0,0,0,-3,NA,8.02551638648901
881,0,0,11,121,1331,0,0,0,0,0,0,-6,0.0121427845011695,7.23128700432762
17680,0,0,18,324,5832,0,0,0,0,0,0,-6,0.0518351827422984,7.11963563801764
4888,0,1,64,4096,262144,0,0,0,0,0,0,-9,0.083657005834928,8.81314100828505
8926,0,0,20,400,8000,0,0,0,0,0,0,-3,0.164603033006244,8.6447065117152
386,0,1,45,2025,91125,0,0,0,0,0,0,-4,0.178607205860076,8.20275638165564
8896,0,0,75,5625,421875,0,0,0,0,0,0,-10,0.846299533799534,8.28223006329669
22494,0,0,23,529,12167,0,0,0,0,0,0,-3,0.305044308111793,8.22335889947926
17065,0,0,40,1600,64000,0,0,0,0,0,0,-6,0.127901128116692,8.55929436743487
19730,0,0,0,0,0,0,0,0,0,0,0,NA,0.13478012564249,8.19808924895612
15369,0,0,1,1,1,0,0,0,0,0,0,NA,0.0120039682539683,7.62119516280984
15097,0,0,4,16,64,0,0,0,0,0,0,NA,0.0010951114855082,7.44716835960004
5379,0,0,19,361,6859,0,0,1,0,0,0,10,0.0499590319561733,6.59441345974978
6192,0,1,66,4356,287496,0,0,1,0,0,0,6,0.00491365781676368,8.01433573729942
17127,0,0,12,144,1728,0,0,0,0,0,0,-10,0.0424143824360744,8.80866806210672
3,0,1,0,0,0,1,0,0,0,0,0,-3,0.594449535279487,6.89871453432999
3088,0,1,2,4,8,1,0,0,0,0,0,-3,0.038746406199425,7.68616230349291
19089,0,0,79,6241,493039,0,0,0,0,0,0,-7,0.991141732283465,8.7827830173932
20054,0,0,39,1521,59319,0,0,0,0,0,0,-5,0.211880891815053,8.2872767558146
2834,1,1,0,0,0,1,0,0,1,0,0,-9,0.495803041477891,7.79358680337158
22927,0,0,6,36,216,0,0,0,0,0,0,-3,0.588166373755126,5.82008293035236
9745,0,0,40,1600,64000,0,0,0,0,0,0,-6,0.263405383737782,7.48885295573346
17397,0,0,12,144,1728,0,0,0,0,0,0,-10,0.144153027016368,8.92159106356398
12608,0,0,3,9,27,0,0,0,0,0,0,-10,0.265817974539236,6.58340922215876
24498,0,0,53,2809,148877,0,0,0,0,0,0,-9,0.677593659942363,8.40536737623398
19587,0,0,61,3721,226981,0,0,0,0,0,0,-1,0.0586533261222282,7.48829351515943
3103,0,1,17,289,4913,0,0,0,0,0,0,-3,0.0549658104982476,7.68616230349291
24448,0,0,3,9,27,0,0,0,0,0,0,-3,NA,8.40536737623398
18804,0,0,64,4096,262144,0,0,0,0,0,0,-9,0.746125611745514,8.6447065117152
19883,0,0,48,2304,110592,0,0,0,0,0,0,-3,0.0941217031546285,8.04686951095958
6908,0,0,13,169,2197,0,0,0,0,0,0,-3,0.092696929080622,8.99156227817161
24667,0,0,48,2304,110592,0,0,0,0,0,0,-9,0.0223761250842574,8.56978564153541
5229,0,0,49,2401,117649,0,0,0,0,0,0,-9,0.0309338923088638,9.02617712030286
22637,0,0,76,5776,438976,0,0,0,0,0,0,-8,0.849704142011834,8.55313931818971
7799,0,1,37,1369,50653,0,0,0,0,0,0,0,0.0335508244733855,8.22255363839696
20619,0,1,1,1,1,0,0,1,0,0,0,-8,0.979362101313321,5.50938833662798
6127,0,1,1,1,1,0,0,0,0,0,0,-6,0.00092179550179967,8.01433573729942
21303,0,0,17,289,4913,0,0,0,0,0,0,-6,0.539344262295082,8.30745932701195
16482,0,0,2,4,8,0,0,0,0,0,0,NA,0.000153387711407412,8.25322764558177
5626,0,1,10,100,1000,0,0,0,0,0,0,-9,0.00133152487707832,7.76556908109732
8337,0,0,4,16,64,0,0,0,0,0,0,NA,0.117183098591549,7.57455848420248
6264,0,1,15,225,3375,1,0,0,1,0,0,-8,0.00144996892137934,8.04012466444838
16445,0,0,0,0,0,0,0,0,0,0,0,NA,0.00252296387017759,8.23057721714645
23280,0,0,26,676,17576,0,0,0,0,0,0,-1,0.110940089983424,7.14834574390007
18671,0,0,21,441,9261,0,0,0,0,0,0,-9,0.998898678414097,8.34593026197902
12064,0,0,33,1089,35937,0,0,0,0,0,0,-9,0.254722108982199,8.15392513200786
7325,0,0,7,49,343,0,0,0,0,0,0,-10,0.0257920522591181,8.01532730902172
5536,0,0,6,36,216,1,0,0,0,0,0,-3,0.00260624132722691,7.73455884435476
14352,0,0,2,4,8,0,0,0,0,0,0,NA,0.0115774647887324,6.56667242980324
944,0,0,59,3481,205379,0,0,0,0,0,0,2,0.117442846401203,7.43248380791712
18361,0,0,20,400,8000,0,0,0,0,0,0,-10,0.122956180510137,8.20001364817543
10750,0,0,63,3969,250047,0,0,0,0,0,0,-9,0.437679425837321,8.26539293085222
6778,0,0,23,529,12167,0,0,0,0,0,0,-7,0.598175093809897,8.89316082873538
15452,0,0,9,81,729,0,0,0,0,0,0,NA,0.00823802420023206,7.7367436824535
21903,0,0,7,49,343,0,0,0,0,0,0,-6,NA,7.07496319796604
3827,0,0,29,841,24389,0,0,0,0,0,0,2,0.63416095890411,7.75233516330229
8118,0,0,6,36,216,0,0,0,0,0,0,-10,0.00329166007279633,8.3020178097512
9870,0,0,71,5041,357911,0,0,0,0,0,0,-7,0.241768499660557,7.15148546390474
17256,0,0,51,2601,132651,0,0,0,0,0,0,-6,0.303905273222034,8.79133399330135
1364,0,0,29,841,24389,0,0,0,0,0,0,-9,0.326049336636015,8.47741232140439
11494,0,0,14,196,2744,0,0,0,0,0,0,-6,0.436680469289165,7.53529670244409
20084,0,0,69,4761,328509,0,0,0,0,0,0,-4,0.426447073872721,8.2872767558146
17298,0,0,3,9,27,0,0,0,0,0,0,-9,0.986660129517272,8.90123035211078
16591,0,0,55,3025,166375,0,0,0,0,0,0,-6,0.451560483678249,8.06117135969092
12969,0,0,45,2025,91125,0,0,0,0,0,0,-9,0.309007232084155,7.55433482372575
16527,0,0,5,25,125,0,0,0,0,0,0,NA,0.00915766738660907,7.80343505695217
14777,0,0,23,529,12167,0,0,0,0,0,0,-8,0.0558244595030655,8.35537989525363
11131,0,0,19,361,6859,0,0,0,0,0,0,-9,0.386079390973355,6.17378610390194
7841,0,0,22,484,10648,0,0,0,0,0,0,-8,0.00851629762710283,8.24852912480022
21413,0,0,37,1369,50653,0,0,0,0,0,0,-9,0.804431938093563,8.61558951327243
4351,0,1,10,100,1000,1,1,0,1,1,0,2,0.185858721424417,5.37063802812766
6131,0,1,5,25,125,0,0,0,0,0,0,-6,0.0010761583159631,8.01433573729942
19260,0,1,0,0,0,0,0,0,0,0,0,0,0.720407810609988,5.14166355650266
19392,0,0,23,529,12167,0,0,0,0,0,0,-9,0.127352572145546,6.75809450442773
22314,0,0,23,529,12167,0,0,0,0,0,0,-9,0.119484680595421,7.96485088744731
741,0,0,74,5476,405224,0,0,0,0,0,0,6,0.605881771125251,8.43468076984177
20385,0,0,10,100,1000,0,0,0,0,0,0,0,0.144063667370473,8.74735207762435
1455,0,0,30,900,27000,0,0,0,0,0,0,-9,0.129360156912638,8.5131851700187
7213,0,0,21,441,9261,0,0,0,0,0,0,3,0.11635972969209,7.83834331555712
10736,0,0,49,2401,117649,0,0,0,0,0,0,-9,0.710854253205707,8.26539293085222
23593,0,0,59,3481,205379,0,0,0,0,0,0,-8,0.583872866391995,8.48652777710535
13993,0,0,8,64,512,0,0,1,0,0,0,8,0.148175144478576,6.43454651878745
24044,0,0,73,5329,389017,0,0,0,0,0,0,-7,0.0647053803814481,7.22620901010067
20795,0,0,85,7225,614125,0,0,0,0,0,0,-8,0.539037022827547,6.93537044601511
24036,0,0,65,4225,274625,0,0,0,0,0,0,4,0.0510296615059933,7.22620901010067
13865,0,0,20,400,8000,0,0,0,0,0,0,-10,0.255897069335239,7.24136628332232
3749,0,1,12,144,1728,1,0,0,1,0,0,-5,0.0819875776397515,7.70210434005105
19367,0,1,81,6561,531441,0,0,0,0,0,0,-1,0.939931650893796,6.2709884318583
2162,0,0,65,4225,274625,0,0,0,0,0,0,-4,0.745824053452116,7.66199755890189
18632,0,0,72,5184,373248,0,0,0,0,0,0,-9,0.0320203725745287,8.65712903171375
11935,0,0,1,1,1,0,0,0,0,0,0,-3,0.0655457395269307,7.66622192566273
13755,0,0,3,9,27,0,0,0,0,0,0,-6,0.0170978820136148,7.76387128782022
601,0,0,24,576,13824,0,0,0,0,0,0,-5,0.462962962962963,8.34450508359052
21340,0,0,54,2916,157464,0,0,0,0,0,0,-10,0.564252825449979,8.30745932701195
6661,0,0,46,2116,97336,0,0,1,0,0,0,-1,0.0593071002958798,8.52555810774787
12950,0,0,26,676,17576,0,0,0,0,0,0,-9,0.700646633701027,7.55433482372575
2189,0,0,2,4,8,0,0,0,0,0,0,-4,0.35157437567861,8.18479265416508
23311,0,0,57,3249,185193,0,0,0,0,0,0,-5,0.189223672588085,7.14834574390007
17409,0,0,24,576,13824,0,0,0,0,0,0,-1,0.198851716904052,8.92159106356398
981,0,0,6,36,216,0,0,0,0,0,0,-3,0.741558908045977,7.89692465626886
4057,0,1,16,256,4096,0,1,0,0,1,0,-9,0.051002641690682,6.91075078796194
16755,0,0,0,0,0,0,0,0,0,0,0,-9,0.0759124087591241,8.04622910107538
4680,0,0,39,1521,59319,0,0,0,0,0,0,-1,0.00369289409142441,8.3696208269491
6255,0,1,6,36,216,0,0,0,0,0,0,-8,0.000984696413731867,8.04012466444838
9748,0,0,43,1849,79507,0,0,0,0,0,0,-6,0.262621219685623,7.48885295573346
727,0,0,60,3600,216000,0,0,0,0,0,0,-1,0.486649770128492,8.43468076984177
4841,0,1,17,289,4913,0,0,0,0,0,0,-3,0.0390977354534128,8.81314100828505
14027,0,0,14,196,2744,0,0,0,0,0,0,0,0.169208272404429,6.29341927884648
5574,1,1,29,841,24389,1,0,0,0,0,0,-9,0.00210148026078726,7.73455884435476
5178,0,1,30,900,27000,0,0,0,0,0,0,-6,0.018921937765702,8.98907006504365
4613,0,0,11,121,1331,0,0,0,0,0,0,1,0.00060359051742374,8.29629711264251
10821,0,0,63,3969,250047,0,0,0,0,0,0,-9,0.961738179830555,8.54012816269873
21970,0,0,74,5476,405224,0,0,0,0,0,0,-7,0.673667919522441,7.07496319796604
16114,0,0,7,49,343,0,0,0,0,0,0,NA,0.841995841995842,6.05678401322862
3349,0,0,87,7569,658503,0,0,0,0,0,0,-6,0.106537726875517,8.02518932189084
3904,0,0,16,256,4096,0,0,0,0,0,0,-3,0.057788814734337,7.34923082461333
2037,0,0,30,900,27000,0,0,0,0,0,0,-3,0.0619593643130155,8.23747928861363
2481,0,0,24,576,13824,0,0,0,0,0,0,-3,0.316004997223765,8.40020983593042
13137,0,0,49,2401,117649,0,0,0,0,0,0,-9,0.365176908752328,7.54168309988211
7809,0,1,47,2209,103823,0,0,0,0,0,0,-10,0.0402835045053367,8.22255363839696
17740,0,0,78,6084,474552,0,0,0,0,0,0,-6,0.0399568309865139,7.11963563801764
14575,0,0,4,16,64,0,0,0,0,0,0,7,0.00464144813181713,7.52940645783701
23549,0,0,15,225,3375,0,0,0,0,0,0,-3,0.118304304962208,8.48652777710535
8439,0,0,14,196,2744,0,0,0,0,0,0,3,0.0463549920760697,7.52456122628536
17520,0,0,36,1296,46656,0,0,0,0,0,0,-9,0.0950945923321614,6.97073007814353
12496,0,0,55,3025,166375,0,0,0,0,0,0,-1,0.0770950537005918,8.69332898912311
667,0,0,0,0,0,0,0,0,0,0,0,-3,0.244556371794308,8.43468076984177
5244,0,0,64,4096,262144,0,0,1,0,0,0,-1,0.0339096929418262,9.02617712030286
18828,0,0,88,7744,681472,0,0,0,0,0,0,-8,0.403654048370137,8.6447065117152
17679,0,0,17,289,4913,0,0,0,0,0,0,-10,0.0460461861441568,7.11963563801764
13347,0,0,4,16,64,0,0,0,0,0,0,6,0.0217387837126589,7.2291138777933
2611,0,1,33,1089,35937,0,0,0,0,0,0,-9,0.146903424718871,8.06620756800626
12475,0,0,34,1156,39304,0,0,0,0,0,0,-9,0.0432216447729231,8.69332898912311
19310,0,1,24,576,13824,0,0,0,0,0,0,-3,0.290506657444233,6.2709884318583
5391,0,0,31,961,29791,0,1,1,0,1,1,10,0.0423628205990933,6.59441345974978
2345,0,0,68,4624,314432,0,0,0,0,0,0,-1,0.294145457410764,8.23403420769204
8746,0,0,10,100,1000,0,0,0,0,0,0,-3,0.232702266745904,7.86480400332846
6856,0,0,31,961,29791,0,0,0,0,0,0,-5,0.0454307013720087,8.83419131820207
12809,0,0,58,3364,195112,0,0,0,0,0,0,-10,0.0634015351346213,8.02715010683277
15935,0,0,4,16,64,0,0,0,0,0,0,NA,0.00832623871956411,8.01400499477946
7094,0,0,59,3481,205379,0,0,0,0,0,0,-9,0.560374121051038,9.10353436765837
11978,0,0,29,841,24389,0,0,0,0,0,0,-9,0.367379370124242,7.71957398925958
11112,0,0,0,0,0,0,0,0,0,0,0,NA,0.429871977240398,6.17378610390194
7016,0,0,51,2601,132651,0,0,0,0,0,0,6,0.22735902871787,9.07394774707063
245,0,1,12,144,1728,0,0,0,0,0,0,-9,0.984565288179746,7.539027055824
10075,0,0,21,441,9261,0,0,0,0,0,0,-3,0.0909720741846088,7.16472037877186
8094,0,0,14,196,2744,0,0,0,0,0,0,4,0.783422459893048,8.01301211036892
7003,0,0,38,1444,54872,0,0,0,0,0,0,5,0.170723775530438,9.07394774707063
15793,0,0,8,64,512,0,0,0,0,0,0,NA,0.00135854497061107,8.12177741916107
5764,0,0,2,4,8,0,0,0,0,0,0,NA,3.12050589433029e-05,8.07340296898641
2158,0,0,61,3721,226981,0,0,0,0,0,0,-3,0.646398046398046,7.66199755890189
8729,0,0,8,64,512,0,0,0,0,0,0,-8,0.0179035612165324,8.15651022607997
10601,0,0,56,3136,175616,0,0,0,0,0,0,-10,0.128364034787372,8.14554963178358
12689,0,0,4,16,64,0,0,0,0,0,0,NA,0.00521564694082247,6.98378996525813
1872,0,0,2,4,8,0,0,0,0,0,0,-8,0.133509389671362,8.14351740579748
3358,0,0,6,36,216,0,0,0,0,0,0,-3,0.488176158108185,7.77064523412918
17470,0,0,85,7225,614125,0,0,0,0,0,0,-7,0.0435956636015754,8.92159106356398
2204,0,0,17,289,4913,0,0,0,0,0,0,-3,0.433547514372675,8.18479265416508
1977,0,1,3,9,27,1,0,0,0,0,0,2,0.395741239892183,7.20711885620776
16002,0,0,5,25,125,0,0,0,0,0,0,NA,0.0425334706488157,6.64509096950564
11749,0,0,3,9,27,0,0,0,0,0,0,-3,0.109242047388402,7.3790081276283
10978,0,0,7,49,343,0,0,0,0,0,0,-3,0.483868207103124,8.71719093322313
4665,0,0,24,576,13824,0,0,0,0,0,0,-3,0.001795410720412,8.3696208269491
15587,0,1,0,0,0,0,0,0,0,0,0,NA,0.973365617433414,4.91265488573605
13784,0,0,4,16,64,0,0,0,0,0,0,10,0.0979865771812081,7.09174211509515
8139,0,0,10,100,1000,0,0,0,0,0,0,-3,0.0014942883077292,8.58372971521648
18899,0,0,69,4761,328509,0,0,0,0,0,0,3,0.205506010081427,8.64909826229618
16471,0,0,5,25,125,0,0,0,0,0,0,NA,0.000380542092981511,8.65277248565806
21906,0,0,10,100,1000,0,0,0,0,0,0,-6,NA,7.07496319796604
1600,0,0,85,7225,614125,0,0,0,0,0,0,-7,0.113157076205288,8.52436739516424
3150,0,1,39,1521,59319,0,0,0,0,0,0,-9,0.0324425356387435,7.68616230349291
9390,0,0,59,3481,205379,0,0,0,0,0,0,-7,0.29527940565733,8.8446246833853
8400,0,0,1,1,1,0,0,0,0,0,0,-6,0.000919081700496695,7.80098207125774
23832,0,1,16,256,4096,1,0,0,1,0,0,-3,0.932761087267525,6.25958146406492
22451,0,0,70,4900,343000,0,0,0,0,0,0,-9,0.014917011391481,8.56063574925907
9881,0,0,82,6724,551368,0,0,0,0,0,0,-7,0.230397078959379,7.15148546390474
21682,0,0,36,1296,46656,0,0,0,0,0,0,-9,0.260749419697137,8.75872660784204
3197,0,0,25,625,15625,1,0,0,0,0,0,-3,0.0194380017841213,7.31920245876785
19364,0,1,78,6084,474552,0,0,0,0,0,0,-6,0.920591715976331,6.2709884318583
15449,0,0,6,36,216,0,0,0,0,0,0,NA,0.0109899771408475,7.7367436824535
1138,0,0,73,5329,389017,0,0,0,0,0,0,-9,0.302610029870886,8.16394095475501
4587,0,0,75,5625,421875,0,0,0,0,0,0,9,0.0336490212057635,8.1164170727942
17288,0,0,83,6889,571787,0,0,0,0,0,0,-7,0.232365047630248,8.79133399330135
9211,0,0,50,2500,125000,0,0,0,0,0,0,-10,0.677894525162134,8.75904072752422
12683,0,0,22,484,10648,0,0,0,0,0,0,6,0.0247638133409677,7.14361760270412
8291,0,0,9,81,729,0,0,0,0,0,0,7,0.247905027932961,6.5510803350434
11453,0,0,44,1936,85184,0,0,0,0,0,0,-9,0.475765889346136,7.42297125104942
11444,0,0,35,1225,42875,0,0,0,0,0,0,-5,0.4106463878327,7.42297125104942
15895,0,0,6,36,216,0,0,0,0,0,0,NA,0.000391458221821,8.31581113188354
15370,0,0,2,4,8,0,0,0,0,0,0,NA,0.0146811492641906,7.62119516280984
18389,0,0,9,81,729,0,0,0,0,0,0,-9,0.788233110616184,7.64683139143048
18925,0,0,5,25,125,0,0,0,0,0,0,-9,0.0951710604897193,8.76139348525606
20131,0,0,26,676,17576,0,0,0,0,0,0,-3,0.585714285714286,8.59895749321888
1089,0,0,24,576,13824,1,0,0,0,0,0,-9,0.0790537294027868,8.16394095475501
1541,0,0,26,676,17576,0,0,0,0,0,0,-9,0.693378688394905,8.52436739516424
107,0,0,17,289,4913,0,0,0,0,0,0,-7,0.0187964585010179,7.49942329059223
24789,0,0,83,6889,571787,0,0,0,0,0,0,-6,0.544709388971684,8.59081533128685
22712,0,0,61,3721,226981,0,0,0,0,0,0,-8,0.0817451567175933,8.57395152523485
22409,0,0,28,784,21952,0,0,0,0,0,0,-10,0.0164351150262512,8.56063574925907
17148,0,0,33,1089,35937,0,0,0,0,0,0,-6,0.130393432776054,8.80866806210672
3144,0,1,33,1089,35937,0,0,0,0,0,0,-3,0.0395847489618724,7.68616230349291
22346,0,0,55,3025,166375,0,0,0,0,0,0,-8,0.132090182574232,7.96485088744731
20059,0,0,44,1936,85184,0,0,0,0,0,0,-5,0.235663213191303,8.2872767558146
18889,0,0,59,3481,205379,0,0,0,0,0,0,-5,0.202057245080501,8.64909826229618
21703,0,0,57,3249,185193,0,0,0,0,0,0,-5,0.452801691587374,8.75872660784204
20582,0,1,4,16,64,1,0,1,0,0,0,-10,0.873515745998967,5.50938833662798
9732,0,0,27,729,19683,0,0,0,0,0,0,-6,0.30520067105433,7.48885295573346
6204,1,1,0,0,0,1,0,0,0,0,0,-3,0.000958111117047181,8.04012466444838
11849,0,0,21,441,9261,0,0,0,0,0,0,-9,0.252679779373504,6.90073066404517
11067,0,1,12,144,1728,0,0,0,0,0,0,-9,0.643551152600495,5.50533153593236
10050,0,0,81,6561,531441,0,0,0,0,0,0,-7,0.206528062708595,7.14045304310116
8137,0,0,8,64,512,0,0,0,0,0,0,-4,0.00155441565074501,8.58372971521648
21758,0,1,12,144,1728,0,0,1,0,0,0,-6,0.516417910447761,5.8805329864007
10652,0,0,36,1296,46656,0,0,0,0,0,0,-5,0.0318628588400174,8.43836641087027
20726,0,0,16,256,4096,0,0,0,0,0,0,-3,NA,6.93537044601511
9243,0,0,82,6724,551368,0,0,0,0,0,0,-7,0.838369085653431,8.75904072752422
7875,0,0,56,3136,175616,0,0,0,0,0,0,-8,0.0241022499349609,8.24852912480022
11725,0,0,47,2209,103823,0,0,0,0,0,0,-9,0.8625350675848,7.18765716411496
849,1,1,1,1,1,1,0,1,0,0,0,1,0.0106693873316156,6.94889722231331
11774,0,0,28,784,21952,0,0,0,0,0,0,-9,0.124654545454545,7.3790081276283
9132,0,0,56,3136,175616,0,0,0,0,0,0,-10,0.10027201450744,8.69767973226446
5707,0,0,25,625,15625,0,0,0,0,0,0,10,0.00107315341379897,7.74716496652033
22168,0,0,6,36,216,0,0,0,0,0,0,-8,0.252722493428464,8.05610965954506
5855,0,1,9,81,729,1,1,0,0,0,0,-3,0.0296988164925621,8.01433573729942
19230,0,1,5,25,125,0,0,0,0,0,0,-9,0.459176900099569,5.14166355650266
1906,0,0,6,36,216,0,0,0,0,0,0,-9,0.00746629587086633,8.39931015075952
2343,0,0,66,4356,287496,0,0,0,0,0,0,-1,0.275741178263852,8.23403420769204
7536,0,0,6,36,216,0,0,0,0,0,0,-3,0.805194805194805,8.18618599422608
22550,0,0,79,6241,493039,0,0,0,0,0,0,-8,0.392135739294371,8.22335889947926
13575,0,0,25,625,15625,0,0,0,0,0,0,-6,0.0528799041846623,8.65014941866486
1238,0,0,83,6889,571787,0,0,0,0,0,0,8,0.172851789910452,7.97315543344413
10789,0,0,31,961,29791,0,0,0,0,0,0,-10,0.904371584699454,8.54012816269873
1177,0,0,22,484,10648,0,0,0,0,0,0,-9,0.723157208088715,7.97315543344413
21271,0,0,75,5625,421875,0,0,0,0,0,0,-4,0.0223418643362464,8.62694405537536
23468,0,0,4,16,64,0,0,0,0,0,0,2,0.165600243753809,8.13064796816058
