d3mIndex,sftpcons,sftptv2a3,sftptv2a4,sftptv2a5,sftptv2a2,sftptv2a6,logim,maccat,disp4cat,stratidc,log_gdpc,logtpop,logmtn,feanctig,floil,sftpdur2,ethherf,relhrel,anocracy,democracy
77,0,1,0,0,0,0,1.17405962944031,0,0,200311,6.86631870269775,8.99998950958252,2.25129175186157,0,0,0,0.239730000495911,0.4269781410694121,1,0
184,0,0,0,0,1,0,-1.0952445268631,0,0,196831,7.74665927886963,10.868054389953599,3.14415216445923,1,0,0,0.901369988918304,0.860531985759735,0,1
345,0,1,0,0,0,0,-0.23218233883380895,0,0,195622,5.69722747802734,9.9721736907959,2.29253482818604,1,0,0,1.0,0.4913768470287321,1,0
434,1,0,0,0,1,0,-1.6889842748642,0,1,197131,8.12782955169678,10.908466339111301,0.587786674499512,1,0,0,0.695862174034119,0.612383604049683,0,1
275,1,0,1,0,0,0,0.328590273857117,0,1,196121,4.31748819351196,9.95967864990234,3.60004830360413,0,0,0,0.603637933731079,0.739683449268341,0,1
294,1,0,1,0,0,0,0.172486364841461,0,0,196411,5.34601163864136,10.578700065612802,1.2237753868103,0,0,0,0.19434142112731895,0.298599988222122,0,1
414,0,0,0,0,0,0,0.495029896497726,0,0,197711,6.032630443573001,7.72488832473755,0.0,0,0,0,0.18602050840854606,0.39400601387023904,0,0
182,0,0,0,1,0,0,-1.47355079650879,0,1,198151,8.595044136047362,8.213381767272951,0.993251800537109,0,0,0,0.7200577259063721,0.752607524394989,0,1
409,0,1,0,0,0,0,-0.0404829531908035,0,0,195822,5.24254035949707,10.0632648468018,1.85629796981812,0,0,1,0.356441497802734,0.8553795814514159,1,0
80,1,0,0,0,0,0,0.0344202257692814,0,1,195621,4.82887363433838,13.319581985473599,3.6480574607849103,0,0,0,0.92248946428299,0.32750460505485496,0,0
307,0,0,0,0,1,0,-1.58234143257141,0,0,195831,7.478650093078611,9.29569244384766,0.0,1,0,0,0.913843274116516,0.363628000020981,0,1
258,0,0,0,0,0,0,-0.284370809793472,0,0,197741,7.90226173400879,10.986952781677198,3.4719665050506605,0,0,0,0.4124229550361629,0.910601317882538,0,0
11,1,0,1,0,0,0,-0.5069405436515809,0,1,197641,8.23126125335693,10.1513624191284,3.38099455833435,0,0,1,0.633647561073303,0.8545109033584591,0,1
342,0,0,0,0,0,0,-0.340782582759857,0,0,198322,6.59167385101318,9.76680850982666,2.26456999778748,0,0,0,1.0,0.5272815227508539,0,0
86,0,0,0,0,0,0,0.43468365073204,0,0,198111,7.09122610092163,5.918893814086911,3.40119743347168,0,0,0,1.0,0.744117975234985,1,0
266,0,0,0,0,0,0,0.259541988372803,0,0,196121,6.25766754150391,6.840546607971191,3.61899328231812,0,0,0,0.723955810070038,0.495442003011703,0,0
36,0,0,0,0,0,0,0.523699045181274,0,1,197021,5.480638980865481,6.92362880706787,4.557029724121089,0,0,0,0.380461990833282,0.596877574920654,0,0
437,0,0,0,0,1,0,-0.8838014006614691,0,0,196341,7.23300743103027,7.852050304412839,0.0,0,0,0,0.904999971389771,0.493098706007004,0,1
58,0,0,0,0,1,0,-1.18916726112366,0,1,195631,7.611090183258059,9.66370677947998,2.7972812652587904,0,0,0,0.24060325324535395,0.4135261178016661,0,1
41,0,0,1,0,0,0,0.6981723308563229,0,1,199721,7.271835803985598,11.7232351303101,0.0,0,0,0,0.973706662654877,0.7566363215446469,0,1
270,0,0,0,1,0,0,0.602000117301941,0,0,199621,7.38190031051636,7.76895618438721,3.61899328231812,0,0,1,0.70786052942276,0.323271989822388,0,1
50,0,0,0,1,0,0,0.0412227176129818,0,0,199141,8.63643646240234,11.8934078216553,1.41098701953888,0,0,0,0.369985550642014,0.779743731021881,0,1
209,0,0,0,0,0,0,0.0725317820906639,0,1,198011,6.372295379638669,9.62760257720947,3.3068866729736297,0,0,0,0.19213426113128695,0.19843706488609306,0,0
363,0,1,0,0,0,0,0.10924968123436,0,1,197041,6.950584888458249,8.11969661712646,2.4248027801513703,0,0,0,0.872739970684052,0.9450839757919308,1,0
362,1,1,0,0,0,0,-0.0630391091108322,0,1,198411,8.57415390014648,10.3302249908447,2.16332292556763,0,0,0,0.170524716377258,0.30343797802925104,1,0
379,0,0,1,0,0,0,-1.32677471637726,0,1,199532,9.04479598999023,8.58054351806641,2.13908839225769,0,0,0,0.715799987316132,0.498513579368591,0,1
123,0,0,0,0,0,0,0.4253064692020421,0,0,196311,6.56755828857422,6.19031524658203,0.0676586478948593,0,0,0,0.388749986886978,0.4590660035610201,0,0
222,0,0,0,0,0,0,0.64146101474762,0,0,197711,6.285997867584231,7.38087892532349,0.470003634691238,0,0,0,0.192382752895355,0.33132573962211603,0,0
62,0,0,0,0,0,0,0.299735993146896,0,0,197711,6.118097305297849,8.931023597717289,2.92852354049683,0,0,0,0.17767196893692005,0.255982011556625,0,0
346,1,1,0,0,0,0,-0.348396509885788,0,0,196122,5.83586263656616,10.096996307373,2.29253482818604,1,0,0,1.0,0.4913768470287321,1,0
130,0,0,0,0,0,0,0.7891618609428409,0,0,199811,6.951351165771482,7.050122737884519,0.0,0,0,1,0.264151781797409,0.7807921767234799,0,0
187,0,0,0,0,0,0,0.28471407294273404,0,1,196312,6.11363792419434,8.27690315246582,0.336472243070602,0,0,0,0.175716429948807,0.4170145988464361,0,0
23,0,0,0,0,0,0,-0.304345726966858,0,1,197551,8.43988037109375,5.51342868804932,0.0,0,1,1,0.79091602563858,0.473999500274658,0,0
43,0,0,0,0,0,0,0.14555799961090102,0,0,197841,7.18280029296875,8.49208068847656,3.608211517333981,0,0,0,0.31194701790809604,0.8788244128227231,0,0
0,0,0,0,0,0,0,0.66001683473587,0,0,195751,5.03043794631958,9.10653400421143,4.19870471954346,0,0,0,0.361777573823929,0.616317629814148,0,0
201,0,0,0,0,0,0,-0.163053140044212,0,0,198051,7.20749664306641,7.64730882644653,2.72129535675049,0,0,0,0.956278502941132,0.855472207069397,0,0
439,1,0,0,0,0,0,-0.123561218380928,1,0,199131,9.08023166656494,12.5680599212646,2.70805025100708,0,1,0,0.434796512126923,0.4447439908981321,1,0
98,0,0,0,0,0,0,-1.27478218078613,0,0,197842,7.979681491851809,9.14984703063965,1.69410693645477,0,0,0,0.566563785076141,0.385823994874954,0,0
304,0,0,0,0,1,0,-1.53402280807495,0,0,195831,7.52700281143188,8.14844608306885,3.4144425392150897,0,0,0,0.976288020610809,0.976216018199921,0,1
443,0,0,0,0,0,0,0.52916818857193,0,0,197851,6.5806393623352095,8.64488220214844,3.33932209014893,0,0,0,0.978214621543884,0.4990015029907229,1,0
178,0,0,0,0,1,0,-1.3714525699615498,0,1,196551,7.49680233001709,7.77821159362793,0.993251800537109,0,0,0,0.810486197471619,0.7774918079376221,0,1
256,0,0,0,0,0,0,-0.0217873547226191,0,0,196141,6.80440378189087,10.486345291137699,3.4719665050506605,0,0,0,0.414649993181229,0.928626835346222,0,0
94,0,0,0,0,1,0,-0.385952293872833,0,0,197341,7.17646837234497,7.5315523147583,3.14415216445923,0,0,0,0.79246586561203,0.815360128879547,0,1
423,0,0,0,0,0,0,0.12995822727680198,0,0,198052,7.60047721862793,8.72013378143311,1.3350011110305802,0,1,0,0.960650026798248,0.9607999920845028,0,0
95,0,0,0,0,1,0,-0.677898347377777,0,0,197641,7.39991188049316,7.60140228271484,3.14415216445923,0,0,0,0.79246586561203,0.815360128879547,0,1
426,1,0,0,1,0,0,0.245338320732117,0,1,197151,6.93732357025146,10.4720916748047,4.28082418441772,0,0,0,0.65338933467865,0.7375891208648678,0,1
169,0,0,0,0,1,0,-1.87933993339539,0,0,199531,9.58524799346924,8.17554759979248,0.0,0,0,0,0.950850009918213,0.8960980176925659,0,1
69,0,0,0,0,0,0,0.300512194633484,0,0,196311,6.13159608840942,7.35115814208984,1.68639898300171,0,0,0,0.3876107633113859,0.31054198741912803,0,0
305,0,0,0,0,1,0,-1.9609626531601,0,0,196831,7.96341466903687,8.23031044006348,3.4144425392150897,0,0,0,0.976288020610809,0.976216018199921,0,1
48,0,0,0,0,0,0,0.0475644022226334,0,0,197341,7.12852001190186,11.496297836303699,1.41098701953888,0,0,0,0.360201150178909,0.8219836950302121,0,0
341,0,0,0,0,0,0,-0.5070642828941351,0,0,197221,5.80513477325439,9.574774742126461,2.26456999778748,0,0,0,1.0,0.417991995811462,0,0
207,0,0,0,0,1,0,-2.34770560264587,0,1,198821,9.55030536651611,11.7074394226074,2.7536606788635294,1,0,0,0.9705452919006352,0.387951910495758,0,1
279,0,0,0,1,0,0,0.476283609867096,0,1,199911,8.39417552947998,7.46737098693848,2.47653841972351,0,0,0,0.3313570618629461,0.343221098184586,0,1
227,1,0,0,1,0,0,0.212861940264702,0,0,197011,5.47441101074219,6.89669418334961,4.4212474822998,0,0,0,0.881575703620911,0.333717286586761,0,1
148,0,0,0,0,0,0,0.8255290389060971,0,0,198812,7.58604764938354,8.60648536682129,1.43508458137512,0,0,0,0.27375024557113603,0.542400002479553,0,0
143,0,0,0,0,0,0,0.30583527684211703,0,1,196141,6.38602018356323,8.25608825683594,3.76352286338806,0,0,0,0.487793833017349,0.941334009170532,1,0
334,0,0,0,0,0,0,-0.7200108170509342,0,0,196831,7.01121377944946,10.3647022247314,0.587786674499512,0,0,0,0.976764678955078,0.773709535598755,0,0
180,0,0,0,1,0,0,-1.27972543239594,0,1,197551,8.165798187255861,8.06117153167725,0.993251800537109,0,0,0,0.7200577259063721,0.752607524394989,0,1
356,0,0,0,0,0,0,0.6260979175567629,0,1,198012,6.10038614273071,8.48652744293213,4.30945587158203,0,0,0,0.7422000169754029,0.329897165298462,0,0
131,0,0,0,0,0,0,-1.25403392314911,0,0,196331,7.29233694076538,9.68414878845215,1.0986123085022,0,0,0,1.0,0.469570487737656,0,0
410,1,0,0,0,0,0,-0.28843754529953003,0,0,196521,5.77892065048218,10.285069465637198,1.85629796981812,0,0,0,0.356441497802734,0.8553795814514159,0,0
454,1,1,0,0,0,0,-0.272383451461792,0,1,197213,6.625060558319089,8.55062770843506,1.36097657680511,0,0,0,0.5158845782279969,0.314693808555603,1,0
262,0,0,0,0,0,0,0.5213882327079771,0,0,197011,5.36373043060303,8.58429050445557,0.336472243070602,0,0,0,0.249392837285995,0.630599975585938,0,0
324,0,0,0,0,0,0,0.0773655325174332,0,0,197141,7.19777965545654,9.45946311950684,3.8836236000061,0,0,1,0.4108560085296629,0.924179971218109,0,0
203,0,1,0,0,0,0,-0.369061678647995,0,0,199151,8.00063419342041,8.04237842559814,2.72129535675049,0,0,1,0.956659972667694,0.855472207069397,1,0
84,0,0,0,1,0,0,-0.189242005348206,0,1,197841,7.397475719451902,10.16477394104,3.64021420478821,1,0,0,0.33138379454612704,0.914336740970612,0,1
121,0,0,0,0,1,0,-1.66001224517822,0,0,197431,8.38810443878174,10.850928306579599,2.44234704971313,1,0,0,0.7792281508445741,0.672162890434265,0,1
397,0,0,0,0,0,0,-0.33142662048339805,0,1,195622,5.4961433410644505,9.0945930480957,3.86283278465271,0,0,0,1.0,0.4470231235027311,0,0
420,0,0,1,0,0,0,-0.759616851806641,0,0,198441,9.012288093566893,7.02286815643311,0.0,0,1,0,0.3739916384220121,0.29054781794548,0,1
91,0,0,0,0,0,0,0.847853541374207,0,1,199011,7.30843544006348,7.755767345428469,0.0,0,1,0,0.298969000577927,0.369719415903091,0,0
82,1,0,0,0,0,0,-0.176456436514854,1,0,198821,7.1161832809448216,13.898720741272,3.6480574607849103,0,0,0,0.917525291442871,0.639532029628754,0,0
267,0,0,0,0,0,0,0.115344606339931,0,0,197021,6.4409465789794895,7.07918453216553,3.61899328231812,0,0,0,0.723955810070038,0.495442003011703,0,0
119,0,0,0,0,1,0,-1.61717045307159,0,1,196731,7.81132936477661,10.7946243286133,2.44234704971313,1,0,0,0.801021695137024,0.7258301377296451,1,0
358,1,0,0,0,0,0,0.883863985538483,0,1,199012,6.72234106063843,8.81031036376953,4.30945587158203,0,0,0,0.7422000169754029,0.3908939957618711,0,0
291,0,0,0,0,1,0,-1.86196374893188,0,0,200021,9.8028621673584,8.22121047973633,3.3775875568389906,1,0,0,0.7867402434349059,0.377991795539856,0,1
57,0,1,0,0,0,0,0.89804619550705,0,1,200021,7.61005067825317,9.43252372741699,0.6931471824645999,0,0,1,0.737852811813354,0.725800275802612,1,0
321,0,0,0,0,0,0,-0.20577031373977694,0,1,198241,7.787158012390139,8.04366302490234,0.741937339305878,0,0,0,0.905248641967773,0.916225016117096,0,0
257,0,0,0,0,0,0,-0.28209024667739896,0,0,196642,7.0594801902771,10.6409387588501,3.4719665050506605,0,0,0,0.414649993181229,0.928626835346222,0,0
376,0,1,0,0,0,0,-1.48816192150116,0,0,197421,7.64117527008057,7.67461729049683,0.0,0,0,0,0.606218457221985,0.3669860661029821,1,0
408,0,1,0,0,0,0,1.02629160881042,0,0,199812,6.155706882476809,10.364797592163098,3.12236499786377,0,0,1,0.188585698604584,0.259784549474716,1,0
42,0,1,0,0,0,0,0.26120311021804804,0,0,196141,6.16892004013062,8.09498882293701,3.608211517333981,0,0,0,0.309722453355789,0.9374259710311892,1,0
105,0,1,0,0,0,0,-0.0635459646582603,0,1,197141,6.347704410552981,8.36567211151123,2.85647010803223,0,0,0,0.5707031488418579,0.946950018405914,1,0
388,1,0,0,0,0,0,0.39878642559051497,1,0,198311,6.56667232513428,9.90388774871826,2.01490306854248,0,0,0,0.360936790704727,0.61872798204422,0,0
422,0,0,0,0,0,0,0.353768676519394,0,0,197552,7.05182075500488,8.59951019287109,1.3350011110305802,0,0,0,0.960650026798248,0.9607999920845028,0,0
273,0,0,0,0,0,0,0.297376781702042,0,0,197052,6.3475642204284695,9.5819034576416,3.85439395904541,0,0,0,0.5024983286857599,0.960618019104004,0,0
406,0,0,0,0,0,0,0.603793501853943,0,0,198812,6.2848801612854,10.037974357605,3.12236499786377,0,0,0,0.193483889102936,0.252668857574463,0,0
38,0,0,0,0,0,0,1.11121153831482,0,1,199621,7.45745944976807,7.4871735572814915,4.557029724121089,0,0,0,0.465954005718231,0.557605981826782,0,0
389,1,0,1,0,0,0,0.533232808113098,0,0,197311,6.7979402542114284,6.122492790222171,2.7850112915039102,0,0,0,0.8377050757408141,0.269297987222672,1,0
53,0,0,0,0,0,0,0.805148899555206,0,0,195821,5.84064149856567,8.50613212585449,0.6931471824645999,0,0,1,0.7514495253562931,0.812559306621552,0,0
399,0,0,0,0,0,0,-0.662361800670624,0,1,196521,5.98662805557251,9.36717319488525,3.86283278465271,0,0,0,1.0,0.4470231235027311,0,0
128,0,0,0,0,1,0,0.21302054822444896,0,0,197211,6.212365627288821,6.1506028175354,0.0,0,0,0,0.2968918085098269,0.7375119924545291,0,1
290,0,0,0,0,1,0,-1.71633565425873,0,0,198322,9.08364772796631,8.049107551574709,3.3775875568389906,1,0,0,0.808803915977478,0.357968837022781,0,1
28,0,0,0,0,0,0,0.5076028108596801,0,0,196311,5.03389596939087,8.42178344726562,0.0,0,0,0,0.401472538709641,0.577274680137634,0,0
183,1,0,0,1,0,0,-1.7274453639984098,0,1,198751,9.04853630065918,8.31947326660156,0.993251800537109,0,0,0,0.720105528831482,0.7361416816711429,0,1
370,0,0,0,0,0,0,0.00406964216381311,0,0,196711,6.16896200180054,8.19588565826416,0.0,0,0,1,0.247061744332314,0.8049520254135129,0,0
163,1,0,0,1,0,0,0.455428063869476,0,1,195622,5.06928157806396,12.886883735656701,2.63188886642456,1,0,0,0.19411721825599693,0.6971676349639889,0,1
151,0,1,0,0,0,0,1.10578811168671,0,0,200211,7.99328899383545,9.001715660095211,1.43508458137512,0,0,0,0.259306013584137,0.613825023174286,1,0
244,0,0,0,1,0,0,0.853762447834015,0,0,199611,6.58892631530762,9.50263690948486,3.52046084403992,0,0,1,0.201042979955673,0.303214132785797,0,1
202,0,0,0,0,0,0,-0.274987161159515,0,0,198651,7.97580194473267,7.86557197570801,2.72129535675049,0,0,0,0.956659972667694,0.855472207069397,0,0
31,0,0,0,0,0,0,0.7936244606971741,0,0,198811,6.521136283874509,8.98067569732666,0.0,0,0,0,0.3350106477737429,0.3966925740242,0,0
32,0,0,0,0,0,0,0.8375164270401,0,0,199111,6.59079551696777,9.06704711914062,0.0,0,0,0,0.3350106477737429,0.3966925740242,0,0
127,0,0,0,0,0,0,0.445157617330551,0,0,199611,8.93016052246094,6.9828629493713406,0.0676586478948593,0,1,0,0.20287811756134,0.435273498296738,1,0
185,0,0,0,0,1,0,-1.6879094839096105,0,0,198931,9.51046466827393,10.943852424621598,3.14415216445923,1,0,0,0.899491012096405,0.736664712429047,0,1
427,1,0,0,1,0,0,0.31171014904975897,0,1,198052,7.70693206787109,10.6924905776978,4.28082418441772,0,0,0,0.653685986995697,0.7375891208648678,0,1
288,0,0,0,0,1,0,-1.72314047813416,0,1,196621,8.08339691162109,7.856319427490232,3.3775875568389906,1,0,0,0.8691948056221009,0.35743236541748,0,1
398,0,0,0,0,0,0,-0.19260273873806,0,1,196022,5.65616655349731,9.19532871246338,3.86283278465271,0,0,0,1.0,0.4470231235027311,0,0
416,0,1,0,0,0,0,0.664520442485809,0,0,199612,6.73116111755371,8.234034538269041,0.0,0,0,1,0.18229272961616505,0.298514008522034,1,0
147,0,0,0,0,0,0,0.5556437373161321,0,0,197212,6.74201965332031,8.26796245574951,1.43508458137512,0,0,0,0.273878365755081,0.514062523841858,0,0
285,1,0,0,1,0,0,0.758452296257019,0,0,199621,7.063219547271731,9.92588520050049,4.31347990036011,0,0,0,0.451736211776733,0.8221944570541379,1,0
424,0,0,0,0,0,0,-0.097585491836071,0,0,199251,8.3680944442749,9.01274299621582,1.3350011110305802,0,0,0,0.966509521007538,0.99005001783371,1,0
177,0,0,0,0,1,0,-1.22424972057343,0,1,196251,7.25950288772583,7.65633726119995,0.993251800537109,0,0,0,0.810486197471619,0.7774918079376221,0,1
99,1,0,1,0,0,0,-1.14986097812653,0,1,196331,6.6148996353149405,6.35784244537354,2.30258512496948,0,0,0,0.6431816816329959,0.670845448970795,0,1
338,0,0,0,0,1,0,-1.5243057012558,0,0,199532,9.39525508880615,9.199380874633787,1.91692280769348,1,0,0,0.9920319914817808,0.8384371399879459,0,1
335,0,0,0,0,0,0,-0.8054832816123959,0,0,197131,7.13169860839844,10.386746406555199,0.587786674499512,0,0,0,0.976764678955078,0.773709535598755,0,0
197,0,0,0,0,1,0,-0.82933896780014,0,0,198241,7.434434413909909,7.66528463363647,1.3350011110305802,0,0,0,0.6304553747177121,0.5217966437339779,0,1
243,0,0,0,0,0,0,0.7316524386405941,0,0,199211,6.67076635360718,9.38898849487305,3.52046084403992,0,0,0,0.201042979955673,0.303214132785797,0,0
115,0,0,0,0,1,0,-1.73657870292664,0,0,196331,7.570185661315921,8.403576850891112,0.157003745436668,0,0,0,0.847534537315369,0.905484020709991,0,1
404,0,0,0,0,0,0,0.5375606417655939,0,0,196511,4.75703239440918,9.317219734191893,3.12236499786377,0,0,0,0.207745283842087,0.266842067241669,0,0
265,0,0,0,0,0,0,0.21599702537059806,0,0,195821,6.19031524658203,6.768493175506589,3.61899328231812,0,0,0,0.723955810070038,0.495442003011703,0,0
72,0,0,0,0,0,0,0.6286086440086359,0,0,198811,7.05299806594849,7.90137720108032,1.68639898300171,0,0,0,0.245345935225487,0.230111598968506,0,0
333,1,0,0,0,1,0,0.414231598377228,0,1,198921,7.85031795501709,8.25009822845459,3.60004830360413,1,0,0,0.672715604305267,0.5161367654800421,0,1
25,0,0,0,0,1,0,-1.88290655612946,0,0,199631,9.89784049987793,9.22078609466553,0.0,0,0,0,0.490686774253845,0.737923979759216,0,1
165,1,0,0,1,0,0,0.25216993689537,0,1,196721,5.44820165634155,13.1126298904419,2.63188886642456,1,0,0,0.19411721825599693,0.6971676349639889,0,1
337,0,0,0,0,1,0,-1.31704998016357,0,0,198931,8.95204067230225,9.208639144897461,1.91692280769348,1,0,0,1.0,0.8980674147605899,0,1
440,0,0,0,1,0,0,-0.19785220921039606,0,1,196341,6.92529058456421,8.970940589904789,3.10458660125732,0,1,0,0.543653130531311,0.893779635429382,0,1
174,1,1,0,0,0,0,0.47477999329567,0,0,195951,6.3561077117919895,8.7424144744873,1.94591009616852,0,1,0,0.642653584480286,0.434112012386322,1,0
442,1,1,0,0,0,0,0.557242155075073,0,0,196251,5.42053508758545,8.437717437744139,3.33932209014893,0,0,0,0.977446258068085,0.4990015029907229,0,0
39,1,0,1,0,0,0,-1.07755887508392,0,0,199532,8.697445869445799,9.2390251159668,0.0,0,0,0,0.643225371837616,0.383456289768219,0,1
193,1,0,1,0,0,0,1.1477942466735802,0,1,200211,7.6145935058593786,9.66947269439697,0.336472243070602,0,0,1,0.168421998620033,0.378340214490891,1,0
314,0,0,0,0,0,0,-0.0421693995594978,0,0,198751,9.12685012817383,7.331060409545901,1.3350011110305802,0,0,0,0.7713900208473209,0.529978811740875,0,0
396,0,0,0,0,0,0,-0.0103843091055751,1,0,199251,8.10796356201172,9.4506950378418,1.85629796981812,0,1,0,0.8302118182182309,0.503512024879456,0,0
88,1,0,1,0,0,0,0.9314444065093992,0,0,199511,7.6239595413208,6.3543701171875,3.40119743347168,0,0,0,1.0,0.7584316730499271,1,0
70,0,0,0,0,0,0,0.351626247167587,0,0,197211,6.4737825393676784,7.534228324890139,1.68639898300171,0,0,0,0.24515508115291604,0.270903646945953,0,0
87,0,0,0,0,0,0,0.724743902683258,0,0,199011,7.608816146850589,6.20859003067017,3.40119743347168,0,0,0,1.0,0.744117975234985,0,0
292,0,0,0,0,0,0,0.200626879930496,0,0,196842,6.94688940048218,7.5326237678527805,2.33214402198792,0,0,0,0.553186595439911,0.92865526676178,0,0
242,0,0,0,0,0,0,0.463920474052429,0,0,198111,6.51174545288086,9.08273410797119,3.52046084403992,0,0,0,0.20094183087348896,0.324904233217239,0,0
277,0,0,0,1,0,0,1.2978725433349598,0,0,199812,6.74940395355225,9.70528030395508,1.2237753868103,0,0,1,0.22883753478527105,0.28080916404724104,0,1
211,1,0,0,0,0,0,0.261284589767456,1,1,199111,6.91040182113647,10.034690856933599,3.3068866729736297,0,0,0,0.16720344126224498,0.21914355456829104,0,0
9,1,1,0,0,0,0,-0.612385809421539,0,1,196641,7.52054357528687,9.99670505523682,3.38099455833435,0,0,0,0.61763197183609,0.8972715139389041,1,0
359,0,1,0,0,0,0,-0.138469681143761,0,1,196111,6.94417381286621,9.73873043060303,2.16332292556763,0,0,0,0.172524139285088,0.32042127847671503,1,0
195,0,0,0,0,1,0,-0.8864523768424991,0,0,197141,6.73564958572388,7.52023458480835,1.3350011110305802,0,0,0,0.625862002372742,0.571869790554047,0,1
251,0,0,0,0,1,0,-0.654130518436432,0,0,199911,9.41138935089111,7.0475172996521,0.0,0,0,0,0.537551283836365,0.362431049346924,0,1
323,1,0,1,0,0,0,0.105553269386292,0,0,196842,7.047725677490232,9.37560081481934,3.8836236000061,0,0,0,0.4108560085296629,0.924179971218109,1,0
192,0,0,0,0,0,0,1.0090788602829,0,1,199711,7.57411670684814,9.572549819946287,0.336472243070602,0,0,0,0.17233821749687198,0.390923351049423,0,0
117,1,0,0,0,1,0,-0.9989649057388308,0,0,195831,7.27791786193848,10.687959671020499,2.44234704971313,1,0,0,0.801021695137024,0.7258301377296451,0,1
47,1,0,1,0,0,0,0.297066777944565,0,0,196141,6.2823600769043,11.1651964187622,1.41098701953888,0,0,0,0.456823736429214,0.8777190446853641,0,1
172,0,0,0,0,0,0,0.237746581435204,0,1,197051,6.672235488891599,10.209905624389599,3.6712245941162096,0,1,0,0.300412267446518,0.78773033618927,0,0
