d3mIndex,sftpcons,log_gdpc,logtpop,logmtn,feanctig,floil,sftpdur2,ethherf,relhrel,anocracy,democracy,stratidc
314,0,9.12685,7.331060000000001,1.335001,0,0,0,0.7713899999999999,0.5299788000000001,0,0,198751
396,0,8.107963999999999,9.450695,1.856298,0,1,0,0.8302118,0.503512,0,0,199251
88,1,7.62396,6.3543699999999985,3.401197,0,0,0,1.0,0.7584316999999999,1,0,199511
70,0,6.473783,7.534228,1.6863990000000002,0,0,0,0.2451551,0.2709036,0,0,197211
87,0,7.608816,6.20859,3.401197,0,0,0,1.0,0.7441180000000001,0,0,199011
292,0,6.946889,7.532624,2.332144,0,0,0,0.5531866,0.9286553,0,0,196842
242,0,6.511745,9.082734,3.520461,0,0,0,0.2009418,0.3249042,0,0,198111
277,0,6.749403999999998,9.70528,1.223775,0,0,1,0.2288375,0.28080920000000004,0,1,199812
211,1,6.910402,10.03469,3.306887,0,0,0,0.16720339999999995,0.2191436,0,0,199111
9,1,7.520544,9.996705,3.3809949999999995,0,0,0,0.617632,0.8972715,1,0,196641
359,0,6.944174,9.73873,2.163323,0,0,0,0.1725241,0.3204213,1,0,196111
195,0,6.73565,7.520235,1.335001,0,0,0,0.625862,0.5718698,0,1,197141
251,0,9.411389,7.047517,0.0,0,0,0,0.5375513000000001,0.362431,0,1,199911
323,1,7.047725999999999,9.375601,3.883624,0,0,0,0.4108560000000001,0.92418,1,0,196842
192,0,7.574117,9.57255,0.3364722,0,0,0,0.1723382,0.3909234,0,0,199711
117,1,7.277918,10.68796,2.4423470000000003,1,0,0,0.8010217,0.7258300999999999,0,1,195831
47,1,6.28236,11.1652,1.410987,0,0,0,0.4568237,0.877719,0,1,196141
172,0,6.6722350000000015,10.20991,3.671225,0,1,0,0.3004123,0.7877303000000001,0,0,197051
